timestamp,tollID,tagRef,tagHomeID,charge
2022-01-11 16:15,EG20,EGSEIMVIH,EG,1.4
2022-01-11 17:26,OO10,OO7PZE9VI,OO,2.5
2022-01-11 17:50,OO03,OOZSJ49IT,OO,2.4
2022-01-11 18:20,NO01,NOXFGCAQV,NO,3.85
2022-01-11 18:33,EG22,EGRHOCN9J,EG,1.6
2022-01-11 18:36,NAO41,EGUT0CVS4,EG,2.5
2022-01-11 19:30,NAO18,EGF1T2TAL,EG,2.5
2022-01-11 19:44,NO10,NOXFGCAQV,NO,4.2
2022-01-11 19:45,EG17,EG7UR23GD,EG,2.1
2022-01-11 20:10,KO03,KONCXLL4Z,KO,2.95
2022-01-11 21:16,OO06,OOQ0OXFQ8,OO,3.5
2022-01-11 21:28,EG19,EGIGQPKI7,EG,1.4
2022-01-11 21:41,NAO18,NOXFGCAQV,NO,2.5
2022-01-11 21:43,EG26,EG9CHJ755,EG,1.8
2022-01-11 21:52,NAO21,NAOLY8OZCY,NAO,2.5
2022-01-11 21:53,GE02,NOXFGCAQV,NO,14.7
2022-01-11 22:01,EG23,NAOURTP0LZ,NAO,1.4
2022-01-11 22:04,AM06,AMHJ7XVG0,AM,3.6
2022-01-11 22:17,NO01,NOX6GVWRD,NO,3.85
2022-01-11 22:53,NAO22,NAOVZ41NAM,NAO,2.5
2022-01-11 23:18,NO01,NOXFGCAQV,NO,3.85
2022-01-11 23:19,NAO17,NAOBMYOFQE,NAO,2.5
2022-01-11 23:22,NO04,EGVWPVS7H,EG,3.25
2022-01-12 00:04,NAO20,EG7UR23GD,EG,2.5
2022-01-12 00:43,EG16,EGIGQPKI7,EG,1.2
2022-01-12 02:12,EG11,EG9CHJ755,EG,0.5
2022-01-12 02:16,EG18,KOIXA11DP,KO,2.1
2022-01-12 02:19,NAO15,NAO09SKDGI,NAO,2.5
2022-01-12 02:38,NAO15,NAOLY8OZCY,NAO,2.5
2022-01-12 02:44,EG11,OO1B0Z3NX,OO,0.5
2022-01-12 03:07,NO02,NOXFGCAQV,NO,3.85
2022-01-12 03:26,KO08,KONCXLL4Z,KO,1.85
2022-01-12 03:37,AM05,AMLJH75LX,AM,3.6
2022-01-12 03:42,NO13,NOE1V2ISQ,NO,4.15
2022-01-12 04:39,OO03,EGUT0CVS4,EG,2.4
2022-01-12 05:07,NAO37,AMNT3W5UZ,AM,2.5
2022-01-12 05:41,NAO05,NAO5ZJA8DZ,NAO,2.5
2022-01-12 05:51,NAO24,NAOHL1N13J,NAO,2.5
2022-01-12 06:22,AM06,AMLJH75LX,AM,3.6
2022-01-12 06:58,NAO15,NAOLY8OZCY,NAO,2.5
2022-01-12 07:04,AM08,NOE1V2ISQ,NO,2.8
2022-01-12 07:49,KO02,EGIGQPKI7,EG,3.4
2022-01-12 08:45,AM10,GEX7EEDTJ,GE,3.1
2022-01-12 09:23,NAO26,NO7PTX63C,NO,2.5
2022-01-12 10:11,NAO26,EGSEIMVIH,EG,2.5
2022-01-12 10:18,EG24,EGIGQPKI7,EG,1.4
2022-01-12 10:18,KO08,KOWM31YIH,KO,1.85
2022-01-12 10:39,NAO36,AMHJ7XVG0,AM,2.5
2022-01-12 10:50,EG01,EGRHOCN9J,EG,3.0
2022-01-12 11:23,NO09,NORCBPLJD,NO,4.2
2022-01-12 11:35,EG11,OO1B0Z3NX,OO,0.5
2022-01-12 11:54,NAO32,EG7UR23GD,EG,2.5
2022-01-12 12:17,NAO19,NOXFGCAQV,NO,2.5
2022-01-12 12:18,EG29,EGC11ERTJ,EG,1.5
2022-01-12 12:28,NO09,NORCBPLJD,NO,4.2
2022-01-12 12:46,GE02,KOWKTAKPU,KO,14.7
2022-01-12 12:52,EG37,EGUT0CVS4,EG,1.4
2022-01-12 13:03,EG14,EGC11ERTJ,EG,1.2
2022-01-12 13:19,NO14,NO7PTX63C,NO,4.15
2022-01-12 14:09,NAO06,NAOHAFEYUH,NAO,2.5
2022-01-12 14:14,MO10,EG9CHJ755,EG,2.7
2022-01-12 14:15,OO04,NOXFGCAQV,NO,2.4
2022-01-12 14:30,AM04,NAOHL1N13J,NAO,2.2
2022-01-12 14:54,EG33,EGF1T2TAL,EG,2.0
2022-01-12 15:01,EG26,NOE1V2ISQ,NO,1.8
2022-01-12 15:13,NAO09,NOX6GVWRD,NO,2.5
2022-01-12 15:48,AM03,MOJCKJLTE,MO,2.2
2022-01-12 16:44,NO07,NOE1V2ISQ,NO,3.55
2022-01-12 16:50,NAO29,NAO5UQPGB7,NAO,2.5
2022-01-12 17:21,AM05,AMLJH75LX,AM,3.6
2022-01-12 18:16,NO13,NAO5ZJA8DZ,NAO,4.15
2022-01-12 18:27,OO02,NAOURTP0LZ,NAO,2.3
2022-01-12 20:22,NO08,NORCBPLJD,NO,3.55
2022-01-12 20:44,NAO24,NORCBPLJD,NO,2.5
2022-01-12 21:00,NO06,AMHJ7XVG0,AM,3.25
2022-01-12 21:08,EG24,EGVWPVS7H,EG,1.4
2022-01-12 21:16,AM06,AMLJH75LX,AM,3.6
2022-01-12 21:17,NAO29,OOZSJ49IT,OO,2.5
2022-01-12 21:39,AM05,AMHJ7XVG0,AM,3.6
2022-01-12 21:40,NAO26,OO3KKV9RF,OO,2.5
2022-01-12 22:07,KO02,EGIGQPKI7,EG,3.4
2022-01-12 22:39,NAO20,EG7UR23GD,EG,2.5
2022-01-12 22:55,EG18,EGIGQPKI7,EG,2.1
2022-01-12 23:15,NO02,NOXFGCAQV,NO,3.85
2022-01-12 23:27,NAO09,NAOP0J43D5,NAO,2.5
2022-01-12 23:50,EG19,NAOBMYOFQE,NAO,1.4
2022-01-12 23:55,AM01,AMHJ7XVG0,AM,2.0
2022-01-13 00:15,NAO12,NAOBMYOFQE,NAO,2.5
2022-01-13 00:19,OO08,OOZSJ49IT,OO,1.9
2022-01-13 00:45,EG26,EGYTJXEPQ,EG,1.8
2022-01-13 01:01,NO05,EGVWPVS7H,EG,3.25
2022-01-13 01:42,EG29,EGYTJXEPQ,EG,1.5
2022-01-13 01:45,GE01,NAOBMYOFQE,NAO,14.7
2022-01-13 01:51,NAO33,NAOURTP0LZ,NAO,2.5
2022-01-13 02:24,EG19,EGIGQPKI7,EG,1.4
2022-01-13 02:31,EG25,NAOHL1N13J,NAO,1.8
2022-01-13 02:47,OO09,EGRHOCN9J,EG,2.5
2022-01-13 03:26,NO10,NOQLL8OS9,NO,4.2
2022-01-13 03:31,OO05,OO3KKV9RF,OO,3.5
2022-01-13 03:59,EG19,KONCXLL4Z,KO,1.4
2022-01-13 04:36,NAO28,NAOHAFEYUH,NAO,2.5
2022-01-13 04:38,MO01,NO7PTX63C,NO,1.35
2022-01-13 04:39,EG22,EGRHOCN9J,EG,1.6
2022-01-13 04:57,AM09,KOWM31YIH,KO,3.1
2022-01-13 05:31,NO10,NOX6GVWRD,NO,4.2
2022-01-13 06:23,NO11,NOXFGCAQV,NO,3.35
2022-01-13 06:29,AM07,NAO5UQPGB7,NAO,2.8
2022-01-13 06:30,NO06,NOX6GVWRD,NO,3.25
2022-01-13 07:33,NAO25,OO3KKV9RF,OO,2.5
2022-01-13 07:37,EG20,EGIGQPKI7,EG,1.4
2022-01-13 07:37,KO02,NAOURTP0LZ,NAO,3.4
2022-01-13 07:44,NO07,NOQLL8OS9,NO,3.55
2022-01-13 07:44,NAO23,NAOLY8OZCY,NAO,2.5
2022-01-13 08:40,EG24,EGVWPVS7H,EG,1.4
2022-01-13 08:57,EG04,EGYTJXEPQ,EG,1.2
2022-01-13 11:05,NO04,NOX6GVWRD,NO,3.25
2022-01-13 11:08,KO05,EGC11ERTJ,EG,1.9
2022-01-13 11:09,NO06,EGVWPVS7H,EG,3.25
2022-01-13 12:12,OO08,OO3KKV9RF,OO,1.9
2022-01-13 12:16,MO03,MOJCKJLTE,MO,2.1
2022-01-13 12:18,EG16,EGYTJXEPQ,EG,1.2
2022-01-13 12:34,KO09,KOJDP0LVS,KO,2.05
2022-01-13 12:34,EG36,MOV86WZS3,MO,1.0
2022-01-13 12:55,NO01,NOE1V2ISQ,NO,3.85
2022-01-13 13:04,NAO20,NAO5UQPGB7,NAO,2.5
2022-01-13 13:45,EG10,EG9CHJ755,EG,0.9
2022-01-13 14:24,MO11,EGC11ERTJ,EG,2.05
2022-01-13 14:39,AM10,AMNT3W5UZ,AM,3.1
2022-01-13 14:43,KO07,KONCXLL4Z,KO,1.85
2022-01-13 16:18,EG15,EGVWPVS7H,EG,1.2
2022-01-13 16:35,KO03,KOJDP0LVS,KO,2.95
2022-01-13 16:51,NAO33,NAOP0J43D5,NAO,2.5
2022-01-13 17:35,NAO01,NAOURTP0LZ,NAO,2.5
2022-01-13 18:02,EG34,AMLJH75LX,AM,2.0
2022-01-13 18:06,NO01,NOE1V2ISQ,NO,3.85
2022-01-13 18:21,NO04,NOX6GVWRD,NO,3.25
2022-01-13 18:22,EG15,AMHJ7XVG0,AM,1.2
2022-01-13 18:32,AM02,AMH9SDBDW,AM,2.0
2022-01-13 18:43,NO07,EGF1T2TAL,EG,3.55
2022-01-13 19:03,OO06,EGC11ERTJ,EG,3.5
2022-01-13 19:19,EG20,NAOBMYOFQE,NAO,1.4
2022-01-13 19:21,EG02,EGF1T2TAL,EG,3.0
2022-01-13 19:29,EG38,GEL6246HI,GE,1.4
2022-01-13 20:47,NAO10,NAOHAFEYUH,NAO,2.5
2022-01-13 20:56,AM05,AMLJH75LX,AM,3.6
2022-01-13 21:10,KO02,NAOVZ41NAM,NAO,3.4
2022-01-13 21:12,NAO03,KOJDP0LVS,KO,2.5
2022-01-13 21:31,NAO33,NAOURTP0LZ,NAO,2.5
2022-01-13 22:14,EG37,EGRHOCN9J,EG,1.4
2022-01-13 22:54,NO04,NOX6GVWRD,NO,3.25
2022-01-13 23:02,MO09,MOV86WZS3,MO,2.7
2022-01-13 23:20,AM02,AMHJ7XVG0,AM,2.0
2022-01-13 23:42,NAO17,NAONSM43D8,NAO,2.5
2022-01-13 23:54,AM09,KOWM31YIH,KO,3.1
2022-01-14 00:11,KO03,KOWKTAKPU,KO,2.95
2022-01-14 00:12,KO05,KONCXLL4Z,KO,1.9
2022-01-14 00:14,NAO08,NAOVZ41NAM,NAO,2.5
2022-01-14 00:34,EG10,NORCBPLJD,NO,0.9
2022-01-14 00:38,OO10,OO7PZE9VI,OO,2.5
2022-01-14 00:38,EG38,GEL6246HI,GE,1.4
2022-01-14 00:52,OO07,OO7PZE9VI,OO,1.9
2022-01-14 00:57,NO01,NOXFGCAQV,NO,3.85
2022-01-14 01:15,EG24,EGSEIMVIH,EG,1.4
2022-01-14 01:31,EG13,EGYTJXEPQ,EG,1.2
2022-01-14 01:53,AM01,NAO5UQPGB7,NAO,2.0
2022-01-14 01:59,EG32,NAO5ZJA8DZ,NAO,1.4
2022-01-14 02:19,NAO26,KOJDP0LVS,KO,2.5
2022-01-14 02:42,NO09,NORCBPLJD,NO,4.2
2022-01-14 02:51,NAO40,NAONSM43D8,NAO,2.5
2022-01-14 03:23,EG33,EGF1T2TAL,EG,2.0
2022-01-14 03:46,EG33,EGRHOCN9J,EG,2.0
2022-01-14 04:17,NAO07,NAO5ZJA8DZ,NAO,2.5
2022-01-14 04:27,EG26,EGYTJXEPQ,EG,1.8
2022-01-14 04:32,MO09,MOJCKJLTE,MO,2.7
2022-01-14 04:48,EG30,EGUT0CVS4,EG,1.5
2022-01-14 05:44,NO04,MOV86WZS3,MO,3.25
2022-01-14 05:55,NAO35,NAO09SKDGI,NAO,2.5
2022-01-14 06:17,EG21,NAOP0J43D5,NAO,1.6
2022-01-14 06:53,NAO24,NAO5ZJA8DZ,NAO,2.5
2022-01-14 07:24,OO07,NAOLY8OZCY,NAO,1.9
2022-01-14 08:13,NO02,NORCBPLJD,NO,3.85
2022-01-14 08:20,NAO31,GEL6246HI,GE,2.5
2022-01-14 08:24,NAO22,NAOVZ41NAM,NAO,2.5
2022-01-14 08:34,AM04,KOWKTAKPU,KO,2.2
2022-01-14 09:07,NO10,AMV3A3ZMF,AM,4.2
2022-01-14 09:08,AM03,AMH9SDBDW,AM,2.2
2022-01-14 09:26,AM05,NAOHAFEYUH,NAO,3.6
2022-01-14 09:29,NAO14,EG7UR23GD,EG,2.5
2022-01-14 09:39,OO01,EGYTJXEPQ,EG,2.3
2022-01-14 10:16,KO10,NO7PTX63C,NO,2.05
2022-01-14 10:56,OO10,OO1B0Z3NX,OO,2.5
2022-01-14 11:08,KO06,EGC11ERTJ,EG,1.9
2022-01-14 11:10,EG37,EGSEIMVIH,EG,1.4
2022-01-14 12:22,OO08,AMNT3W5UZ,AM,1.9
2022-01-14 12:44,NAO20,NAO5UQPGB7,NAO,2.5
2022-01-14 13:05,AM05,NAONSM43D8,NAO,3.6
2022-01-14 13:15,OO01,OO7PZE9VI,OO,2.3
2022-01-14 13:21,MO03,MOJCKJLTE,MO,2.1
2022-01-14 13:36,NO05,AMNT3W5UZ,AM,3.25
2022-01-14 14:01,EG04,OOZSJ49IT,OO,1.2
2022-01-14 14:54,NAO31,OO7PZE9VI,OO,2.5
2022-01-14 15:05,NAO12,NAO5UQPGB7,NAO,2.5
2022-01-14 15:10,EG23,EG7UR23GD,EG,1.4
2022-01-14 15:10,NAO26,NAOHAFEYUH,NAO,2.5
2022-01-14 15:23,EG05,EG7UR23GD,EG,1.7
2022-01-14 16:28,EG23,EG7UR23GD,EG,1.4
2022-01-14 17:40,GE01,GEJA1WJ0T,GE,14.7
2022-01-14 17:48,NAO20,NOQLL8OS9,NO,2.5
2022-01-14 17:51,MO06,MOV86WZS3,MO,2.6
2022-01-14 17:57,AM05,AMV3A3ZMF,AM,3.6
2022-01-14 18:08,OO09,OO1B0Z3NX,OO,2.5
2022-01-14 18:13,KO08,KOJDP0LVS,KO,1.85
2022-01-14 18:17,KO04,KOWKTAKPU,KO,2.95
2022-01-14 18:39,OO04,OO3KKV9RF,OO,2.4
2022-01-14 18:55,OO06,OOQ0OXFQ8,OO,3.5
2022-01-14 20:17,MO09,MOJCKJLTE,MO,2.7
2022-01-14 20:19,NAO08,NAOVZ41NAM,NAO,2.5
2022-01-14 20:54,EG17,EGYTJXEPQ,EG,2.1
2022-01-14 21:11,EG29,EG7UR23GD,EG,1.5
2022-01-14 21:20,GE02,OO3KKV9RF,OO,14.7
2022-01-14 21:25,KO01,OO3KKV9RF,OO,3.4
2022-01-14 21:36,GE02,GE5A0L725,GE,14.7
2022-01-14 21:45,NO10,NOX6GVWRD,NO,4.2
2022-01-14 22:22,NAO22,NAOVZ41NAM,NAO,2.5
2022-01-14 22:28,EG17,EGIGQPKI7,EG,2.1
2022-01-14 23:08,NAO06,NAOLY8OZCY,NAO,2.5
2022-01-14 23:21,NO05,OO1B0Z3NX,OO,3.25
2022-01-14 23:29,GE02,EGVWPVS7H,EG,14.7
2022-01-15 00:02,NO06,NOE1V2ISQ,NO,3.25
2022-01-15 00:21,NO14,NOX6GVWRD,NO,4.15
2022-01-15 01:11,EG21,NOXFGCAQV,NO,1.6
2022-01-15 01:31,AM10,AMNT3W5UZ,AM,3.1
2022-01-15 01:39,NAO07,AMNT3W5UZ,AM,2.5
2022-01-15 01:40,AM09,AMH9SDBDW,AM,3.1
2022-01-15 01:53,NAO21,NAOHAFEYUH,NAO,2.5
2022-01-15 02:55,GE01,NAOBMYOFQE,NAO,14.7
2022-01-15 03:46,OO09,OO1B0Z3NX,OO,2.5
2022-01-15 03:53,NAO20,AMH9SDBDW,AM,2.5
2022-01-15 04:16,AM01,EGRHOCN9J,EG,2.0
2022-01-15 04:54,NAO06,NOQLL8OS9,NO,2.5
2022-01-15 04:57,AM07,AMXAJI0Y6,AM,2.8
2022-01-15 05:02,NAO26,NAO09SKDGI,NAO,2.5
2022-01-15 05:31,AM04,KOWKTAKPU,KO,2.2
2022-01-15 05:34,AM05,AMXAJI0Y6,AM,3.6
2022-01-15 06:02,NO01,NOE1V2ISQ,NO,3.85
2022-01-15 06:35,EG22,EGRHOCN9J,EG,1.6
2022-01-15 07:22,KO08,KOJDP0LVS,KO,1.85
2022-01-15 08:16,KO08,KOWM31YIH,KO,1.85
2022-01-15 08:53,KO09,NAO5ZJA8DZ,NAO,2.05
2022-01-15 09:06,NO12,NOXFGCAQV,NO,3.35
2022-01-15 09:08,EG15,AMHJ7XVG0,AM,1.2
2022-01-15 09:21,MO06,MOJCKJLTE,MO,2.6
2022-01-15 09:47,EG34,EGUT0CVS4,EG,2.0
2022-01-15 11:10,NAO26,NAO09SKDGI,NAO,2.5
2022-01-15 11:41,OO03,NAOLY8OZCY,NAO,2.4
2022-01-15 11:43,KO09,KOWM31YIH,KO,2.05
2022-01-15 12:35,EG02,EGIGQPKI7,EG,3.0
2022-01-15 12:47,NAO09,MOJCKJLTE,MO,2.5
2022-01-15 12:48,KO04,KONCXLL4Z,KO,2.95
2022-01-15 13:35,EG28,EGIGQPKI7,EG,1.4
2022-01-15 14:20,KO05,KOJDP0LVS,KO,1.9
2022-01-15 15:00,OO08,OO3KKV9RF,OO,1.9
2022-01-15 15:47,NO03,NORCBPLJD,NO,3.25
2022-01-15 16:33,NAO21,NAO5ZJA8DZ,NAO,2.5
2022-01-15 16:44,NAO37,NAOBMYOFQE,NAO,2.5
2022-01-15 16:55,KO09,KONCXLL4Z,KO,2.05
2022-01-15 17:03,KO03,KOWKTAKPU,KO,2.95
2022-01-15 17:06,NAO37,NAOURTP0LZ,NAO,2.5
2022-01-15 17:46,EG01,EGRHOCN9J,EG,3.0
2022-01-15 17:47,KO05,KOJDP0LVS,KO,1.9
2022-01-15 17:59,NO08,NOQLL8OS9,NO,3.55
2022-01-15 17:59,NO09,NORCBPLJD,NO,4.2
2022-01-15 18:23,OO02,NAOURTP0LZ,NAO,2.3
2022-01-15 18:54,GE02,GEJA1WJ0T,GE,14.7
2022-01-15 19:09,MO04,MOJCKJLTE,MO,2.1
2022-01-15 19:16,NO12,AMXAJI0Y6,AM,3.35
2022-01-15 19:45,NAO38,NAONSM43D8,NAO,2.5
2022-01-15 20:23,EG10,EG9CHJ755,EG,0.9
2022-01-15 20:41,NAO21,NAO5ZJA8DZ,NAO,2.5
2022-01-15 22:06,NO07,NAO09SKDGI,NAO,3.55
2022-01-15 23:24,NAO17,NAONSM43D8,NAO,2.5
2022-01-15 23:28,NO14,EG9CHJ755,EG,4.15
2022-01-16 00:11,NAO34,NAOURTP0LZ,NAO,2.5
2022-01-16 00:23,EG19,OO7PZE9VI,OO,1.4
2022-01-16 00:32,AM09,AMH9SDBDW,AM,3.1
2022-01-16 00:51,NAO05,NAOLY8OZCY,NAO,2.5
2022-01-16 01:20,KO09,KOWM31YIH,KO,2.05
2022-01-16 01:41,NAO14,NAO5ZJA8DZ,NAO,2.5
2022-01-16 01:57,EG33,NOE1V2ISQ,NO,2.0
2022-01-16 02:14,EG06,KOWKTAKPU,KO,1.7
2022-01-16 02:29,NO03,NOXFGCAQV,NO,3.25
2022-01-16 03:14,OO02,OO3KKV9RF,OO,2.3
2022-01-16 03:48,EG32,NAOBMYOFQE,NAO,1.4
2022-01-16 04:08,OO01,OO3KKV9RF,OO,2.3
2022-01-16 04:25,AM05,AMLJH75LX,AM,3.6
2022-01-16 04:36,AM01,NAO5UQPGB7,NAO,2.0
2022-01-16 04:54,OO03,NAOLY8OZCY,NAO,2.4
2022-01-16 04:56,MO06,MOJCKJLTE,MO,2.6
2022-01-16 05:51,AM10,EGRHOCN9J,EG,3.1
2022-01-16 06:05,NO12,MOV86WZS3,MO,3.35
2022-01-16 06:26,NO03,NOXFGCAQV,NO,3.25
2022-01-16 06:30,NAO07,NAOP0J43D5,NAO,2.5
2022-01-16 06:40,NAO18,NAO5ZJA8DZ,NAO,2.5
2022-01-16 06:51,NAO17,NAOBMYOFQE,NAO,2.5
2022-01-16 07:12,EG37,EGIGQPKI7,EG,1.4
2022-01-16 07:20,NO05,EGYTJXEPQ,EG,3.25
2022-01-16 07:42,EG17,KOWM31YIH,KO,2.1
2022-01-16 07:52,NAO21,NAO5UQPGB7,NAO,2.5
2022-01-16 08:00,NO11,NAOBMYOFQE,NAO,3.35
2022-01-16 08:33,KO06,EGC11ERTJ,EG,1.9
2022-01-16 08:39,EG05,EGIGQPKI7,EG,1.7
2022-01-16 08:40,NO14,NO7PTX63C,NO,4.15
2022-01-16 08:50,NO04,KOIXA11DP,KO,3.25
2022-01-16 09:01,NO01,NAOVZ41NAM,NAO,3.85
2022-01-16 10:35,NAO33,NAOURTP0LZ,NAO,2.5
2022-01-16 10:55,MO03,MOJCKJLTE,MO,2.1
2022-01-16 10:59,NO02,EGC11ERTJ,EG,3.85
2022-01-16 10:59,MO08,KONCXLL4Z,KO,3.15
2022-01-16 11:01,NO14,NOE1V2ISQ,NO,4.15
2022-01-16 11:16,AM08,EGYTJXEPQ,EG,2.8
2022-01-16 11:20,MO04,MOV86WZS3,MO,2.1
2022-01-16 11:27,AM09,NOQLL8OS9,NO,3.1
2022-01-16 11:38,EG26,AMHJ7XVG0,AM,1.8
2022-01-16 11:58,MO09,MOJCKJLTE,MO,2.7
2022-01-16 12:12,NAO10,EGSEIMVIH,EG,2.5
2022-01-16 12:16,NO12,NOXFGCAQV,NO,3.35
2022-01-16 12:21,EG07,EGUT0CVS4,EG,1.8
2022-01-16 12:28,EG19,EGIGQPKI7,EG,1.4
2022-01-16 13:36,AM09,KOWM31YIH,KO,3.1
2022-01-16 14:24,NAO07,NAOBMYOFQE,NAO,2.5
2022-01-16 14:40,KO02,OOZSJ49IT,OO,3.4
2022-01-16 15:02,EG29,EGC11ERTJ,EG,1.5
2022-01-16 15:09,NO07,NOE1V2ISQ,NO,3.55
2022-01-16 15:19,NAO39,NAOURTP0LZ,NAO,2.5
2022-01-16 15:36,EG33,AMHJ7XVG0,AM,2.0
2022-01-16 15:55,OO07,OOQ0OXFQ8,OO,1.9
2022-01-16 15:56,AM05,AMV3A3ZMF,AM,3.6
2022-01-16 16:01,NAO21,NAO5UQPGB7,NAO,2.5
2022-01-16 16:02,NO10,KOIXA11DP,KO,4.2
2022-01-16 17:31,NO12,NOXFGCAQV,NO,3.35
2022-01-16 17:54,NAO38,NAONSM43D8,NAO,2.5
2022-01-16 18:25,NAO18,KONCXLL4Z,KO,2.5
2022-01-16 18:34,EG31,NOE1V2ISQ,NO,1.4
2022-01-16 18:49,KO01,NAOP0J43D5,NAO,3.4
2022-01-16 18:54,KO07,KOWKTAKPU,KO,1.85
2022-01-16 19:06,EG26,EG7UR23GD,EG,1.8
2022-01-16 19:22,MO02,MOV86WZS3,MO,1.35
2022-01-16 19:35,OO04,OOZSJ49IT,OO,2.4
2022-01-16 20:35,OO06,NAOHL1N13J,NAO,3.5
2022-01-16 20:58,OO04,OOZSJ49IT,OO,2.4
2022-01-16 21:02,KO05,EGVWPVS7H,EG,1.9
2022-01-16 21:23,NO14,NOE1V2ISQ,NO,4.15
2022-01-16 21:45,NO06,NO7PTX63C,NO,3.25
2022-01-16 22:06,NO02,NAOLY8OZCY,NAO,3.85
2022-01-16 22:08,NAO12,NAOBMYOFQE,NAO,2.5
2022-01-16 22:17,EG33,EGRHOCN9J,EG,2.0
2022-01-16 22:52,EG31,EGUT0CVS4,EG,1.4
2022-01-16 23:31,KO01,NOXFGCAQV,NO,3.4
2022-01-17 00:51,NAO12,NAOHL1N13J,NAO,2.5
2022-01-17 01:01,OO04,OOZSJ49IT,OO,2.4
2022-01-17 01:23,AM03,MOJCKJLTE,MO,2.2
2022-01-17 01:25,NAO27,OOQ0OXFQ8,OO,2.5
2022-01-17 01:26,EG10,EGVWPVS7H,EG,0.9
2022-01-17 01:27,NO12,NOXFGCAQV,NO,3.35
2022-01-17 01:53,NO13,NO7PTX63C,NO,4.15
2022-01-17 02:21,KO02,NAOVZ41NAM,NAO,3.4
2022-01-17 02:41,OO06,NO7PTX63C,NO,3.5
2022-01-17 02:42,EG22,OO7PZE9VI,OO,1.6
2022-01-17 04:02,KO05,KOWM31YIH,KO,1.9
2022-01-17 04:13,NAO09,NOX6GVWRD,NO,2.5
2022-01-17 04:25,KO10,KOJDP0LVS,KO,2.05
